id,commun,sujet_perso,verbale,nominale,part_motif,adverbe_neg,weight,info,coupable,victime,genre,nombre
1133,,,"{ .a(gagné,gagner,gagne,gagnes,gagne,gagnons,gagnez,gagnent) } la Primaire { .info.primaire }","{ .s_comp(la ,victoire) } à la Primaire { .info.primaire }",,,10,1075,,,F,S
1134,,,"{ .a(remporté,remporter,remporte,remportes,remporte,remportons,remportez,remportent) } la Primaire { .info.primaire }","{ .s_comp(la ,victoire) } à la Primaire { .info.primaire }",,,10,1075,,,F,S
1135,,,"{ .a(lancé,lancer,lance,lances,lance,lançons,lancez,lancent) } ({ .sujet.comp_implicite(le propre burger) }|le { .info.hashtag }) à { .info.chaine }",le lancement du { .info.haghtag },,,10,1076,,,M,S
1136,,,"{ .a(pu,pouvoir,peux,peux,peut,pouvons,pouvez,peuvent) } (discuter|débattre) de l’état de décrépitude { .sujet.comp_implicite(du parti) } lors d’un space Twitter",la tenue d’un #{ .info.hashtag } sur Twitter,,,10,1077,,,F,S
1137,,,"{ .a(décidé,décider,décide,décides,décide,décidons,décidez,décident) } de boycotter les (Jeux Olympiques|JO) de Pékin",{ .s(le ) }boycott des (JO|Jeux Olympiques) de Pékin{ .s( par { .sujet.tonique }) },,,10,1078,,,M,S
1138,,,"{ .a(utilisé,utiliser,utilise,utilises,utilise,utilisons,utilisez,utilisent) } le pronom “iel”",{ .s(l’) }utilisation du pronom “iel”{ .s( par { .sujet.tonique }) },,,10,,sujet,,F,S
1139,,,{ .etre } rayé{ .sujet.es } de la carte par { .objet.tonique },{ .objet.comp({ .s(l’) }atomisation) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1079,objet,sujet,F,S
1140,,,"{ .a(agressé,agresser,agresse,agresses,agresse,agressons,agressez,agressen) } un fan au rayon papier toilette",{ .s(l’) }agression d’{ .sujet.comp(un fan) } au rayon papier toilette,,,10,,sujet,,F,S
1141,,,"{ .sujet.se({ .est(acheté{ .sujet.es },acheter,achète,achètes,achète,achetons,achetez,achètent) }) } des écrans plats avec l’allocation de rentrée scolaire",{ .s(l’) }achat d’écrans plats{ .s( par { .sujet.tonique }) } avec l’allocation de rentrée scolaire,,,10,,sujet,,M,S
1142,{ .reseau = s(Twitter|Instagram) },,"{ .a(reçu,recevoir,reçois,reçois,reçoit,recevons,recevez,reçoivent) } la certification sur { .reseau }","{ .s_comp(la ,non-certification) } sur { .reseau }",,,10,,,sujet,F,S
1143,,,"{ .est() }{ .sujet.gn(un mal ,,des mâles ,) }blanc{ .sujet.gn(,he,s,hes) } cishétéro{ .sujet.s }","{ .s_comp(les ,privilèges { .sujet.g(masculins ,) }blancs hétéros) }",,,10,,sujet,,M,P
1144,,,"{ .a(porté,porter,porte,portes,porte,portons,portez,portent) } le masque","{ .s_comp(le ,non-port du masque) }",,pas,10,,sujet,,M,S
